dish_id,,calories,mass,fat,carb,protein,,,,
dish_1562963246,,2.658999836,122,0.093999992,0.335000025,0.112000008,,,,
dish_1560366998,,0.302290092,131,0.001320611,0.073648863,0.006282443,,,,
dish_1551374982,,0.911768287,164,0.037609756,0.114768299,0.043646341,,,,
dish_1565896745,,1.510411246,244,0.103370947,0.044007537,0.111422422,,,,
dish_1550862908,,0.570000021,48,0.003,0.14,0.007,,,,
dish_1567714934,,1.367653618,537,0.072908752,0.036942274,0.145780255,,,,
dish_1564777986,,1.684302697,221,0.085108597,0.096488471,0.127438385,,,,
dish_1568132561,,1.54533326,177,0.087028243,0.111502825,0.085367237,,,,
dish_1551564423,,0.41,18,0.002,0.1,0.009,,,,
dish_1560526472,,0.997129605,114,0.072702895,0.083958342,0.018052851,,,,
dish_1566242234,,0.79699724,363,0.015002755,0.043501377,0.119873256,,,,
dish_1563565683,,1.043536111,63,0.120403762,0.034003508,0.13742919,,,,
dish_1558459528,,0.18,64,0.002,0.039,0.009,,,,
dish_1551377782,,0.680000008,127,0.014,0.12,0.024,,,,
dish_1561578839,,1.692311654,214,0.069212977,0.202589748,0.069644617,,,,
dish_1562787817,,1.896185168,184,0.112041141,0.08748119,0.133219533,,,,
dish_1550796763,,0.449215706,153,0.001823529,0.114771235,0.006477124,,,,
dish_1560367296,,0.509346177,362,0.031007691,0.050718276,0.035985779,,,,
dish_1567629129,,1.136224449,294,0.03770068,0.156948986,0.04886735,,,,
dish_1551565464,,0.47,42,0.001,0.12,0.009,,,,
dish_1560369421,,1.007169477,411,0.07556481,0.071241017,0.105398314,,,,
dish_1565981769,,0.491583489,47,0.01183117,0.09864017,0.008884787,,,,
dish_1557862783,,1.716976667,258,0.096585275,0.014922481,0.195410853,,,,
dish_1551375252,,0.500963261,218,0.002197248,0.12146789,0.013793578,,,,
dish_1551124157,,0.872317061,164,0.045115854,0.072512195,0.045664634,,,,
dish_1558549086,,0.770000021,95,0.001,0.17,0.02,,,,
dish_1551376850,,0.569999987,78,0.003,0.14,0.007,,,,
dish_1550712877,,3.595767709,172,0.29755814,0.092162785,0.163651169,,,,
dish_1562945131,,0.557073164,67,0.028292687,0.068292687,0.023414627,,,,
dish_1562784242,,2.660000094,32,0.097,0.33,0.11,,,,
dish_1564685406,,1.914830208,192,0.13573251,0.038119589,0.139748844,,,,
dish_1562611878,,0.92249065,311,0.053575884,0.090605823,0.031105492,,,,
dish_1561579845,,1.885056571,163,0.090306,0.02696054,0.224638491,,,,
dish_1563381486,,1.887399972,180,0.110600006,0.150200006,0.075,,,,
dish_1560543505,,0.384767442,172,0.013267442,0.056808145,0.01819186,,,,
dish_1559844928,,0.770000012,86,0.001,0.17,0.02,,,,
dish_1551389551,,18.05097766,133,0.20715791,5.506015406,0.678060143,,,,
dish_1550705288,,0.77,100,0.001,0.17,0.02,,,,
dish_1563555100,,1.026451683,186,0.067032253,0.041462366,0.063397849,,,,
dish_1562945332,,0.758925548,325,0.027056225,0.055625622,0.073728369,,,,
dish_1558721700,,0.340000018,56,0.002,0.08,0.008,,,,
dish_1561146781,,1.345739937,223,0.007421525,0.285964126,0.04386996,,,,
dish_1564601470,,0.217,73,0.001,0.051,0.007,,,,
dish_1551141892,,0.28,18,0.004,0.053,0.022,,,,
dish_1551378829,,0.204,31,0.001,0.039,0.022,,,,
dish_1559246053,,0.508190263,494,0.001663968,0.129404856,0.007550607,,,,
dish_1562096608,,1.08412292,163,0.081092859,0.091482804,0.080336951,,,,
dish_1565711527,,1.605322023,302,0.10601155,0.112344868,0.061187712,,,,
dish_1560453412,,0.936732853,631,0.025100281,0.100224236,0.078403732,,,,
dish_1565123881,,0.78994514,515,0.037583579,0.060197864,0.058375083,,,,
dish_1563996656,,1.326128141,284,0.084008606,0.055125637,0.095041148,,,,
dish_1566931548,,0.612569213,253,0.041047435,0.061367585,0.017525692,,,,
dish_1561661552,,1.214540545,325,0.035041428,0.142356428,0.078802631,,,,
dish_1562009314,,0.510602744,195,0.01279459,0.088675287,0.033480938,,,,
dish_1561392459,,1.437185393,275,0.102218185,0.042429087,0.086145458,,,,
dish_1550771562,,5.36000025,20,0.35,0.52999995,0.07,,,,
dish_1561480460,,1.030332159,277,0.052617329,0.092144404,0.052516249,,,,
dish_1562094694,,0.947859211,142,0.081741507,0.051055514,0.015817732,,,,
dish_1565895808,,0.52325,99,0.025975,0.06825,0.01755,,,,
dish_1560888817,,1.409999971,34,0.068,0.18,0.021,,,,
dish_1551225609,,0.519999968,62,0.002,0.14,0.003,,,,
dish_1563475826,,0.422045449,176,0.001,0.107727267,0.005,,,,
dish_1563550950,,1.969569871,93,0.149462366,0.015677419,0.132580645,,,,
dish_1562959700,,2.061527627,153,0.094386634,0.110398562,0.18242483,,,,
dish_1558458541,,5.780999882,51,0.49500002,0.227,0.22400002,,,,
dish_1566414780,,1.240270846,651,0.054534478,0.05134027,0.157655648,,,,
dish_1567785130,,1.299838695,59,0.069677424,0.15390322,0.032,,,,
dish_1563567319,,1.043536202,382,0.120403759,0.034003508,0.137429183,,,,
dish_1558375833,,3.446000141,92,0.273000011,0.042,0.193000011,,,,
dish_1561576074,,1.734006389,216,0.088340565,0.111311824,0.12022031,,,,
dish_1561737776,,2.699999914,139,0.080000007,0.403000014,0.093200014,,,,
dish_1564778057,,1.525689812,377,0.090150666,0.094269154,0.08485608,,,,
dish_1566330466,,1.333660435,283,0.059152763,0.089344558,0.106577385,,,,
dish_1551222527,,0.25,60,0.003,0.05,0.018,,,,
dish_1563823423,,1.588504299,441,0.083297998,0.034599202,0.176372553,,,,
dish_1563464457,,0.975398804,163,0.046122699,0.103300607,0.044490798,,,,
dish_1550788957,,0.34,76,0.007,0.068,0.007,,,,
dish_1559925037,,5.4099998,10,0.42,0.014,0.37,,,,
dish_1565898432,,1.596542468,282,0.091351511,0.041123216,0.14431311,,,,
dish_1566328961,,1.966940942,308,0.080846013,0.129853607,0.169102432,,,,
dish_1562602627,,3.375298392,171,0.252853795,0.147672509,0.129520474,,,,
dish_1564589366,,0.931752874,348,0.032534486,0.087037359,0.063451152,,,,
dish_1558638246,,0.34,97,0.002,0.08,0.008,,,,
dish_1551374189,,1.299999918,73,0.003,0.280000014,0.027,,,,
dish_1564170923,,1.187514445,319,0.049572097,0.089601426,0.097848592,,,,
dish_1551224647,,0.519999972,252,0.002,0.139999996,0.003,,,,
dish_1562788536,,1.290168442,190,0.034789474,0.235536837,0.028410526,,,,
dish_1558113255,,0.34,90,0.002,0.08,0.008,,,,
dish_1565987054,,1.223333225,213,0.026384977,0.010816901,0.225568066,,,,
dish_1550873434,,1.649999978,138,0.036,0,0.309999993,,,,
dish_1563565508,,1.043571059,387,0.063983814,0.082756328,0.067866545,,,,
dish_1565811025,,1.303429668,277,0.02768231,0.015740072,0.236021653,,,,
dish_1551486108,,1.45,45,0.06,0.015,0.21,,,,
dish_1564000536,,1.662232214,397,0.068201166,0.152900725,0.110399529,,,,
dish_1551490469,,0.41,16,0.002,0.1,0.009,,,,
dish_1559678457,,1.342443191,465,0.080652086,0.064480981,0.092495531,,,,
dish_1558722685,,0.34,76,0.002,0.08,0.008,,,,
dish_1566851584,,1.289617041,222,0.04895045,0.154801806,0.062630635,,,,
dish_1565020926,,0.814920499,489,0.02122553,0.115574562,0.043910669,,,,
dish_1560357792,,2.90300018,50,0.14300002,0.327,0.079,,,,
dish_1561739719,,0.549707242,637,0.007205804,0.11713679,0.016010989,,,,
dish_1561748862,,1.778999414,87,0.090258115,0.039369253,0.185706759,,,,
dish_1551225836,,2.180000046,87,0.029,0.449999977,0.06,,,,
dish_1551314163,,0.655675667,111,0.006081081,0.156216216,0.016396396,,,,
dish_1559842409,,2.006664765,179,0.148849168,0.136597765,0.074491626,,,,
dish_1562173411,,4.014201233,159,0.315528296,0.033899371,0.24420756,,,,
dish_1563468776,,1.48,250,0.11,0.016,0.1,,,,
dish_1558723742,,1.420871155,264,0.084352269,0.152386364,0.050473485,,,,
dish_1560455000,,0.152380964,84,0.001309524,0.032440476,0.009345238,,,,
dish_1562010821,,2.045890925,134,0.122475724,0.028557037,0.195933239,,,,
dish_1566416701,,1.627353852,122,0.054494402,0.023771287,0.248515336,,,,
dish_1551135415,,1.4413501,200,0.068925,0.174675005,0.04705,,,,
dish_1567526814,,0.638888889,639,0.011214397,0.053726136,0.07073552,,,,
dish_1560527070,,0.769999957,69,0.001,0.17,0.02,,,,
dish_1559590130,,1.278986783,152,0.027019737,0.010006579,0.236105263,,,,
dish_1568047973,,1.263072872,234,0.090795291,0.028291017,0.081999167,,,,
dish_1551236417,,1.450000043,47,0.06,0.015,0.21,,,,
dish_1565034681,,1.74893667,185,0.102337892,0.157771568,0.056336238,,,,
dish_1551375747,,0.878433687,166,0.041879518,0.04286747,0.083783127,,,,
dish_1562180157,,1.811807355,557,0.12955705,0.045703697,0.114609772,,,,
dish_1565627800,,0.640571916,261,0.008176621,0.053513038,0.075105126,,,,
dish_1560800836,,2.819999965,170,0.12,0.319999988,0.12,,,,
dish_1551379408,,0.596626512,166,0.003427711,0.088566265,0.063740958,,,,
dish_1562086037,,0.570000008,121,0.003,0.140000008,0.007,,,,
dish_1550777256,,0.552392368,209,0.002282297,0.137846885,0.009028708,,,,
dish_1568405466,,0.810049794,189,0.048118402,0.092340095,0.013368138,,,,
dish_1551324331,,0.865872984,189,0.033920635,0.032878307,0.113566143,,,,
dish_1558639673,,0.18,89,0.002,0.039,0.009,,,,
dish_1560367116,,0.513791341,211,0.029652209,0.057590602,0.043628848,,,,
dish_1562959547,,1.14219129,145,0.106622248,0.060810834,0.075117559,,,,
dish_1568141951,,1.675087824,216,0.05860575,0.215374856,0.074429069,,,,
dish_1565711154,,1.095110608,385,0.051364052,0.036980644,0.109542857,,,,
dish_1551567106,,6.070000324,37,0.540000027,0.21,0.2,,,,
dish_1551227325,,0.854372588,102,0.012647059,0.137637255,0.050480392,,,,
dish_1565638515,,1.205884715,165,0.065206582,0.054244582,0.10124217,,,,
dish_1564073641,,0.957073212,52,0.02439025,0.175609769,0.009756096,,,,
dish_1566414891,,1.312847675,163,0.097893552,0.098460405,0.022010779,,,,
dish_1562876674,,1.841991057,157,0.065040223,0.191502637,0.151404166,,,,
dish_1558028690,,0.36,66,0.001,0.09,0.005,,,,
dish_1565987142,,1.216720653,426,0.060039906,0.027908451,0.142732397,,,,
dish_1560874751,,1.727236382,220,0.049818182,0.266759109,0.057072732,,,,
dish_1560456305,,1.256742667,21,0.107136762,0.064205905,0.026060286,,,,
dish_1551233802,,0.519999957,69,0.002,0.14,0.003,,,,
dish_1550781347,,0.519945038,182,0.003549451,0.110406593,0.018642857,,,,
dish_1563393341,,0.235,119,0.003666664,0.043666672,0.014666664,,,,
dish_1562959379,,0.671370024,85,0.051901259,0.044452247,0.017076141,,,,
dish_1559240256,,0.35,54,0.004,0.07,0.024,,,,
dish_1550708280,,0.1,54,0,0.02,0.01,,,,
dish_1562959485,,1.256742694,36,0.107136778,0.064205889,0.026060306,,,,
dish_1562170236,,0.508588592,333,0.002213213,0.127561565,0.006213213,,,,
dish_1567714875,,1.637185024,416,0.088007212,0.035180288,0.178874988,,,,
dish_1562876494,,1.542574231,26,0.045062538,0.020882808,0.249528308,,,,
dish_1558376984,,1.919080114,350,0.13024,0.086371429,0.129828589,,,,
dish_1562099102,,1.654055134,127,0.064738346,0.128423693,0.133101031,,,,
dish_1568132484,,0.569999978,134,0.003,0.14,0.007,,,,
dish_1563820806,,0.761225103,273,0.015353407,0.038430033,0.114951857,,,,
dish_1551224089,,0.22,29,0.003,0.033,0.031,,,,
dish_1567801520,,1.531828613,600,0.070413665,0.088381703,0.133286043,,,,
dish_1559239985,,0.572000025,203,0.001,0.151999995,0.004,,,,
dish_1563477659,,0.510602769,52,0.012794596,0.088675288,0.033480942,,,,
dish_1562613974,,1.109857829,375,0.053235245,0.054803107,0.104611053,,,,
dish_1567526888,,0.587230384,816,0.009301471,0.062736521,0.057959556,,,,
dish_1558030832,,1.241000069,72,0.002,0.293999986,0.016,,,,
dish_1565798531,,1.009446131,61,0.095422738,0.036970852,0.013620984,,,,
dish_1551317350,,0.777540075,187,0.002299465,0.173796791,0.022566845,,,,
dish_1551382060,,0.680000015,65,0.014,0.12,0.024,,,,
dish_1563555160,,0.936699101,287,0.050328906,0.075948913,0.047992366,,,,
dish_1564777933,,2.658999897,39,0.094,0.335000026,0.112,,,,
dish_1551136043,,1.450000024,41,0.06,0.015,0.21,,,,
dish_1565981898,,0.899930231,290,0.075461183,0.041046386,0.0596589,,,,
dish_1561739265,,0.948181847,308,0.032431818,0.133529231,0.034704545,,,,
dish_1551566316,,2.513076945,91,0.173978022,0.13410989,0.110428582,,,,
dish_1559062082,,1.247170402,311,0.06950482,0.070887463,0.081890675,,,,
dish_1559850314,,2.96617004,100,0.23317999,0.17028999,0.11005,,,,
dish_1566417475,,0.758740051,198,0.047452076,0.079628667,0.013791343,,,,
dish_1565119493,,1.889803204,280,0.086809779,0.16737495,0.106663868,,,,
dish_1566920339,,0.61579686,730,0.006907451,0.043955566,0.080220512,,,,
dish_1551122844,,5.409999833,18,0.42,0.014,0.37,,,,
dish_1566402232,,0.608080996,841,0.010698786,0.064306325,0.058091086,,,,
dish_1560887435,,2.131748848,171,0.078351509,0.259460339,0.096244456,,,,
dish_1551304456,,5.360000273,22,0.35,0.53,0.07,,,,
dish_1551233633,,0.47575001,200,0.004615,0.10825001,0.013365,,,,
dish_1558641358,,0.25,97,0.003,0.05,0.018,,,,
dish_1560801829,,1.443233876,178,0.05921682,0.170497938,0.062836371,,,,
dish_1558724853,,0.430000017,118,0.003,0.090000008,0.034,,,,
dish_1562008476,,1.0042153,120,0.0513661,0.052395883,0.089704367,,,,
dish_1563207277,,1.444245245,106,0.05754717,0.223584915,0.012264151,,,,
dish_1550797094,,0.349999979,48,0.004,0.07,0.024,,,,
dish_1563812508,,0.519999982,217,0.002,0.007,0.100000005,,,,
dish_1558723015,,0.41,76,0.002,0.1,0.009,,,,
dish_1551306290,,0.96,27,0.015,0.21,0.034,,,,
dish_1568055963,,1.149999969,32,0.107,0.063,0.008,,,,
dish_1559244417,,1.23444922,59,0.117302186,0.040263,0.023998492,,,,
dish_1551381208,,0.25,71,0.003,0.05,0.018,,,,
dish_1562615283,,2.263281603,78,0.145842051,0.041870064,0.195900641,,,,
dish_1565117429,,2.658999905,147,0.094,0.33500002,0.112000007,,,,
dish_1551234288,,0.247640461,89,0.002550562,0.047426966,0.021044944,,,,
dish_1550790554,,0.616725681,113,0.060212381,0.048371681,0.090752212,,,,
dish_1560802149,,1.46794159,249,0.069859201,0.04205002,0.160060574,,,,
dish_1564689138,,1.202991022,223,0.098536112,0.069609112,0.026014408,,,,
dish_1562180025,,3.120756625,256,0.216701539,0.050509805,0.230728387,,,,
dish_1562872432,,1.008105681,257,0.020431432,0.078984872,0.12173586,,,,
dish_1563897938,,5.4099998,10,0.42,0.014,0.37,,,,
dish_1562686548,,1.476764243,280,0.085599996,0.074614286,0.098085718,,,,
dish_1559240216,,0.25,58,0.003,0.05,0.018,,,,
dish_1562184705,,1.68933625,376,0.136178372,0.034714165,0.154865378,,,,
dish_1550771869,,0.569999985,66,0.003,0.14,0.007,,,,
dish_1550778435,,0.901304296,115,0.055495643,0.044521739,0.060695652,,,,
dish_1551233345,,0.1,27,0,0.02,0.01,,,,
dish_1551233491,,0.25,71,0.003,0.05,0.018,,,,
dish_1566934366,,2.658999818,33,0.094,0.335,0.112,,,,
dish_1561134102,,0.300000012,81,0.002,0.076,0.006,,,,
dish_1568229399,,1.123481039,128,0.104427219,0.042234172,0.020208859,,,,
dish_1562949515,,1.166273005,189,0.070727963,0.071774423,0.070014063,,,,
dish_1568318286,,0.280000009,115,0.004,0.053,0.022,,,,
dish_1551228971,,0.748658524,82,0.008719512,0.148658549,0.026560976,,,,
dish_1565727921,,1.935904322,397,0.13615869,0.068634758,0.117279599,,,,
dish_1563568148,,0.759981284,225,0.082360791,0.028931738,0.087765427,,,,
dish_1565119698,,0.721543795,308,0.034337182,0.042813682,0.063023773,,,,
dish_1550770447,,3.446000182,88,0.273,0.042,0.193000011,,,,
dish_1564428404,,1.093759981,104,0.094311442,0.060565721,0.015365712,,,,
dish_1550859356,,3.44600019,58,0.273,0.042,0.193,,,,
dish_1550873218,,1.600000051,39,0.15,0.09,0.02,,,,
dish_1562958809,,1.315356414,389,0.062074931,0.114898524,0.074204571,,,,
dish_1563996308,,1.090306191,659,0.034379531,0.043692992,0.149612311,,,,
dish_1561060642,,1.210367917,387,0.047862488,0.101248592,0.094765271,,,,
dish_1550862495,,0.340000018,56,0.007,0.068,0.007,,,,
dish_1560453150,,1.080285582,141,0.091935766,0.057590993,0.024410248,,,,
dish_1562946006,,2.392785754,224,0.185678567,0.028071429,0.143178567,,,,
dish_1565725156,,0.905339966,500,0.023844,0.04845,0.123470008,,,,
dish_1550707850,,0.400000023,43,0.002,0.09,0.02,,,,
dish_1562096907,,1.119472188,266,0.117140906,0.049766861,0.143070895,,,,
dish_1561749778,,0.983905568,340,0.044490629,0.046740647,0.096886747,,,,
dish_1562775110,,0.360000014,282,0.001,0.090000004,0.005,,,,
dish_1565641943,,1.664135463,307,0.051154375,0.148651818,0.146313632,,,,
dish_1550710577,,0.438109443,201,0.019208955,0.045288562,0.035472637,,,,
dish_1562168427,,0.526385845,368,0.001899457,0.091019019,0.037828804,,,,
dish_1558376437,,0.34,39,0.002,0.08,0.008,,,,
dish_1563567599,,1.245043731,156,0.118756756,0.041552558,0.022716218,,,,
dish_1551563723,,0.5,56,0.001,0.13,0.005,,,,
dish_1551232973,,0.013492163,7975,0.000174671,0.002595611,0.000626082,,,,
dish_1551228630,,2.180000108,37,0.029,0.45,0.06,,,,
dish_1561481634,,2.02656582,228,0.119096487,0.121754377,0.111763158,,,,
dish_1558632233,,0.635253907,193,0.014062176,0.122860104,0.023243523,,,,
dish_1562875320,,1.601747225,377,0.058186286,0.163585552,0.12618639,,,,
dish_1551378291,,0.204,36,0.001,0.039,0.022,,,,
dish_1565383159,,1.509313991,468,0.109822647,0.029933761,0.10688675,,,,
dish_1551237527,,1.350416637,168,0.017797619,0.265059518,0.041375,,,,
dish_1550773349,,5.409999833,12,0.42,0.014,0.37,,,,
dish_1550778981,,0.1,69,0,0.02,0.01,,,,
dish_1551138237,,0.017423878,7974,0.00021219,0.003454603,0.000571733,,,,
dish_1560441247,,0.13,17,0.002,0.022,0.015,,,,
dish_1562775047,,0.617960965,461,0.007796095,0.131279826,0.014412148,,,,
dish_1551225381,,0.519999973,111,0.002,0.14,0.003,,,,
dish_1568660810,,2.819999851,47,0.12,0.32,0.12,,,,
dish_1563468240,,0.389539774,239,0.001552301,0.100175728,0.005552301,,,,
dish_1560367904,,1.101784754,69,0.128129159,0.054129159,0.150810174,,,,
dish_1567625434,,1.467810737,396,0.064272525,0.058995174,0.165627278,,,,
dish_1561049320,,5.409999632,19,0.42,0.014,0.37,,,,
dish_1551375715,,0.34,76,0.002,0.08,0.008,,,,
dish_1561661324,,0.44,75,0.021,0.043,0.032,,,,
dish_1562691383,,1.241000043,70,0.002,0.294,0.016,,,,
dish_1564588919,,0.743239343,452,0.016829232,0.09071194,0.05551602,,,,
dish_1561575192,,0.521140631,236,0.034481534,0.047318199,0.019652127,,,,
dish_1551228396,,0.1,31,0,0.02,0.01,,,,
dish_1558115960,,0.77,51,0.001,0.17,0.02,,,,
dish_1551139260,,0.28,15,0.004,0.053,0.022,,,,
dish_1561661449,,2.061527687,115,0.094386643,0.110398574,0.182424826,,,,
dish_1565207694,,0.976355135,178,0.072445208,0.087582247,0.087826601,,,,
dish_1568318361,,1.585982425,341,0.103272716,0.026906155,0.143947211,,,,
dish_1551376933,,0.681467386,184,0.006543478,0.161413049,0.014798913,,,,
dish_1551233313,,0.22,24,0.003,0.033,0.031,,,,
dish_1550789186,,0.35,43,0.004,0.07,0.024,,,,
dish_1562788032,,0.641303234,214,0.028046065,0.058925187,0.044659808,,,,
dish_1551314560,,1.482168723,83,0.075168675,0.197216855,0.028759036,,,,
dish_1567106620,,0.267397267,146,0.002,0.059260274,0.013369863,,,,
dish_1550773771,,0.770000019,52,0.001,0.17,0.02,,,,
dish_1558723982,,5.780999882,51,0.49500002,0.227,0.22400002,,,,
dish_1550706639,,0.25,89,0.003,0.05,0.018,,,,
dish_1551314290,,0.47,31,0.001,0.12,0.009,,,,
dish_1561749908,,0.799284273,472,0.034801439,0.048404314,0.075006864,,,,
dish_1560444637,,1.787091277,285,0.11142807,0.089782453,0.103442102,,,,
dish_1562789301,,1.395198989,435,0.05636448,0.157268549,0.081162428,,,,
dish_1558641253,,1.060999991,110,0.024,0.220000009,0.031,,,,
dish_1559235771,,2.700000056,54,0.08,0.403000019,0.0932,,,,
dish_1561753203,,1.282473208,207,0.064446643,0.037425783,0.126763826,,,,
dish_1558114441,,3.44600016,75,0.273,0.042,0.193,,,,
dish_1566851115,,1.165063257,70,0.100240243,0.059759757,0.026744743,,,,
dish_1559590005,,1.497230245,241,0.069053145,0.163761535,0.061191693,,,,
dish_1551492935,,1.450000082,73,0.06,0.015,0.21,,,,
dish_1558031133,,1.241000091,110,0.002,0.294,0.016,,,,
dish_1551391257,,1.649999886,79,0.036,0,0.31,,,,
dish_1550771487,,0.1,56,0,0.02,0.01,,,,
dish_1559668272,,2.142845251,239,0.150962351,0.129205017,0.07244351,,,,
dish_1566933498,,1.121417838,284,0.061827754,0.042597697,0.099922958,,,,
dish_1562700593,,1.004619599,384,0.077621883,0.048468708,0.096474776,,,,
dish_1565972628,,1.520780006,359,0.106601671,0.02075766,0.113593312,,,,
dish_1551567992,,0.624550868,167,0.042592814,0.06191018,0.016383234,,,,
dish_1562096343,,0.1,62,0,0.02,0.01,,,,
dish_1557861837,,0.503121943,123,0.047373984,0.036260163,0.070715447,,,,
dish_1565382762,,2.200205633,139,0.091206856,0.261076892,0.090422568,,,,
dish_1550712459,,1.823546064,141,0.082312057,0.013205674,0.246723418,,,,
dish_1550777025,,0.890000016,61,0.003,0.230000016,0.011,,,,
dish_1551137173,,0.28,12,0.004,0.053,0.022,,,,
dish_1565984299,,0.313233265,298,0.005311517,0.062731319,0.015614138,,,,
dish_1565109659,,0.862147806,263,0.025896129,0.06752973,0.078011692,,,,
dish_1558722636,,0.41,75,0.002,0.1,0.009,,,,
dish_1565034281,,0.746601278,306,0.030826801,0.105653601,0.019284314,,,,
dish_1558376212,,5.781,52,0.495,0.227,0.224000019,,,,
dish_1561575977,,2.559570314,102,0.12811951,0.150741294,0.187477784,,,,
dish_1551123633,,0.534574468,188,0.006303191,0.114734043,0.013303191,,,,
dish_1563304369,,1.402368463,326,0.051428994,0.085202264,0.144977779,,,,
dish_1550777791,,0.769999985,65,0.001,0.17,0.02,,,,
dish_1562876709,,1.636380925,186,0.058949398,0.172285839,0.13053443,,,,
dish_1558632921,,0.519999987,155,0.002,0.140000006,0.003,,,,
dish_1563465847,,1.471153846,182,0.104692313,0.036725275,0.090016489,,,,
dish_1551374895,,0.349999981,52,0.004,0.07,0.024,,,,
dish_1561148481,,2.009150914,140,0.102754993,0.135037764,0.132796436,,,,
dish_1558109986,,3.44600016,75,0.273,0.042,0.193,,,,
dish_1558722665,,0.25,60,0.003,0.05,0.018,,,,
dish_1558028606,,0.3,65,0.001,0.076,0.006,,,,
dish_1565898230,,1.560404052,500,0.085353814,0.0394623,0.14789206,,,,
dish_1561574394,,0.750028939,82,0.058581341,0.041931902,0.028877463,,,,
dish_1565208611,,0.469230408,157,0.017602854,0.061910146,0.032613127,,,,
dish_1551390528,,0.25,63,0.003,0.05,0.018,,,,
dish_1560367085,,0.423825126,183,0.014584699,0.058120219,0.027229508,,,,
dish_1561753432,,1.597990277,238,0.081777588,0.070933517,0.140205992,,,,
dish_1561492703,,0.844258037,134,0.069092701,0.074970284,0.084164604,,,,
dish_1561663786,,1.060999955,44,0.024,0.22,0.031,,,,
dish_1562170207,,0.543719267,285,0.002249123,0.136245621,0.006249123,,,,
dish_1558629488,,0.25,64,0.003,0.05,0.018,,,,
dish_1565808943,,0.180000014,74,0.002,0.039,0.009,,,,
dish_1562790259,,2.505274087,207,0.212349676,0.03826615,0.132434184,,,,
dish_1558380058,,5.780999917,36,0.495,0.227,0.224,,,,
dish_1559844030,,0.330000026,77,0.003,0.08,0.007,,,,
dish_1551223311,,0.1,33,0,0.02,0.01,,,,
dish_1550793023,,0.340000013,79,0.002,0.08,0.008,,,,
dish_1559845745,,0.64640372,322,0.001,0.158763969,0.010012422,,,,
dish_1565024741,,1.874624891,192,0.13087499,0.055385422,0.116130214,,,,
dish_1560456814,,1.124852912,283,0.08318347,0.111177491,0.10182277,,,,
dish_1567020340,,0.557073137,168,0.028292679,0.068292679,0.023414637,,,,
dish_1551236621,,2.5,77,0.15,0,0.259999987,,,,
dish_1550711746,,0.377058859,255,0.018011765,0.030588235,0.037678431,,,,
dish_1561579867,,1.702139576,217,0.094460263,0.035928885,0.170728447,,,,
dish_1562173200,,0.823809297,259,0.0280521,0.101020039,0.050680977,,,,
dish_1560798854,,1.224480495,372,0.052268366,0.136219589,0.063149944,,,,
dish_1564160043,,2.5,98,0.015,0.49,0.10100001,,,,
dish_1562777068,,1.003065725,236,0.064466051,0.045637017,0.063393034,,,,
dish_1566501575,,4.660999722,54,0.287999981,0.498,0.062,,,,
dish_1558722125,,5.781000186,86,0.495,0.226999988,0.224,,,,
dish_1551228478,,0.592287549,153,0.005071895,0.135816987,0.012104575,,,,
dish_1564690038,,1.139999951,81,0.004,0.200000012,0.09,,,,
dish_1563822546,,0.440000011,88,0.021,0.043,0.032,,,,
dish_1558640808,,0.41,26,0.002,0.1,0.009,,,,
dish_1566923030,,1.755752159,226,0.112252208,0.148999982,0.047092925,,,,
dish_1565640227,,2.02799997,165,0.081381812,0.244727279,0.087272727,,,,
dish_1558122740,,0.855756559,304,0.025338816,0.074424349,0.094141444,,,,
dish_1561746912,,1.257599748,210,0.039103243,0.130347705,0.09948271,,,,
dish_1563217895,,0.367113397,73,0.014614014,0.054456055,0.018033123,,,,
dish_1550781280,,0.349999985,68,0.004,0.07,0.024,,,,
dish_1562950934,,0.655643397,464,0.008948696,0.059327166,0.071993269,,,,
dish_1561662562,,1.275035291,289,0.056538855,0.119613304,0.087294187,,,,
dish_1568143288,,0.822425115,157,0.059782561,0.064064573,0.025590904,,,,
dish_1551122493,,0.68,88,0.014,0.119999989,0.024,,,,
dish_1567108037,,1.848576795,365,0.111223729,0.0504726,0.152336236,,,,
dish_1561575951,,2.34834256,91,0.109035044,0.163885835,0.163722341,,,,
dish_1551223346,,1.571342575,146,0.024164384,0.263712349,0.070684938,,,,
dish_1550712556,,0.1,63,0,0.02,0.01,,,,
dish_1551234017,,0.400000032,31,0.002,0.09,0.02,,,,
dish_1550778646,,0.976341433,164,0.023121951,0.18158536,0.017902439,,,,
dish_1551392833,,0.43,32,0.003,0.09,0.034,,,,
dish_1565031376,,1.037306649,308,0.054368756,0.043573786,0.093375776,,,,
dish_1564515049,,0.706441576,611,0.043806535,0.08139447,0.056013753,,,,
dish_1565972674,,1.440358765,426,0.104843479,0.02330762,0.097869962,,,,
dish_1558719570,,0.520000007,143,0.002,0.14,0.003,,,,
dish_1558546434,,0.23,11,0.004,0.036,0.029,,,,
dish_1566413356,,1.121829244,164,0.024097561,0.013390244,0.205481713,,,,
dish_1568047932,,0.557073182,55,0.028292691,0.068292691,0.023414636,,,,
dish_1564429270,,1.710472322,354,0.1119395,0.087057486,0.121599198,,,,
dish_1562173267,,2.39514624,171,0.158596485,0.106362573,0.125152053,,,,
dish_1550860041,,0.952387423,222,0.046662158,0.087981986,0.04777027,,,,
